Employee_ID,Department,Salary_USD,Performance_Score
26,nan,,8.64372662221736
424,Finance,41053.926977804964,10.107701616439153
776,HR,72909.42572590742,8.070864772666981
346,123,40216.27222384968,1.1260751997575904
522,123,57462.53566027221,7.170665161178013
292,Finance,67522.70443423622,5.512393441809881
723,Engineering,43762.310393041946,9.469688542070605
149,Sales,43481.63892197841,7.764679372263622
393,True,49255.665708999535,7.9415057350983105
961,Sales,24460.788650980452,6.782983994203606
163,True,53711.45873371309,4.281927536093115
539,HR,61950.46628924843,9.237903842212948
738,HR,38569.95087269516,4.587155254170135
503,HR,55906.54830692309,5.820410581120825
386,True,44375.332241057324,1.6964114816240574
42,123,,10.684887775943839
297,nan,44754.79733720226,5.639313768123328
355,True,31591.257686683548,9.19063513861656
53,Finance,32966.17560644845,10.280836403260498
938,HR,54865.01643826202,5.579957590035715
821,123,42980.08312193245,1.4685190852760313
818,Finance,55432.98029036388,4.175867952611167
730,Engineering,53649.61002466225,10.263826067300867
244,Sales,60941.91518470948,7.5417460147407445
927,HR,63902.075490173134,4.480955931682881
988,Engineering,33864.38602123259,5.596648704026612
787,123,51042.01103951876,4.21495701247882
472,True,54714.15556386404,5.304274103209902
51,123,66286.15545571291,2.2809574636620003
429,Sales,60318.44539468635,8.266709920703232
823,nan,35973.947282003064,8.069764874557162
389,Sales,56218.09962217196,3.271795570235149
604,nan,50268.85838994531,7.884050184921369
869,123,62276.68992473292,8.675676285179183
442,True,44771.39972846732,6.983574842977588
550,123,44979.45775647389,4.838388830449794
276,Engineering,44531.41058759608,6.125026487703317
14,Finance,,1.1210847523488745
684,Engineering,53465.038817307155,6.4302458395766315
281,Engineering,47450.227825791444,3.013637821359744
402,Engineering,54591.80079228437,8.660647765353026
506,Sales,55072.74031107298,3.806832155159743
671,Sales,49744.45929008555,5.4404374920220295
381,True,49650.115095030385,7.3414213829573685
529,Marketing,49047.04467613048,10.928168389990704
417,HR,50961.20776940983,5.225484283119446
228,nan,38745.10952701623,2.3924537111759516
34,Marketing,,4.819396396528959
307,Engineering,39189.366724001025,3.037664591276891
200,Finance,52482.20586300336,1.8060151375712465
498,Engineering,60441.60877069072,1.4564874550238374
957,Engineering,54369.3816974635,2.9583308413427005
479,Sales,43872.113095156135,7.07089578718754
538,123,42998.791850608264,4.093727178627821
211,123,47301.250647066285,10.56614621083458
631,Sales,43485.819963855516,4.842067129858002
807,True,43986.323560487865,6.525009674078891
599,Engineering,49963.974609094315,4.188668183211388
388,123,59725.5444962673,9.557372589057863
557,True,56502.01177958661,1.8018001408190345
476,True,34842.55885002768,7.019234310151315
516,Finance,46066.61187672639,6.720486433693008
922,123,49908.810033557966,3.6558283295860607
814,Engineering,63641.40429973844,2.3382836299969316
463,nan,43622.60015748684,6.989785081772105
748,123,54535.3430151398,1.1431527766705998
904,123,28471.09407047517,
633,HR,46796.5269180568,1.3095579091934353
771,HR,43118.49654822276,6.225765993367451
383,Engineering,43730.329422122326,7.7617756207543405
622,Marketing,56351.718016819694,3.178925542549901
24,True,,1.9839564971339732
190,nan,27888.64690992115,10.406792451153406
400,Sales,60807.80725554622,10.383048184484826
374,True,57003.098794089914,8.488263369633064
658,Finance,49614.91530499293,9.336499619375855
268,True,38934.74091258329,10.456981470002823
903,nan,38966.33393826126,
142,Sales,50480.84946661382,5.809728898861238
885,True,60913.10120594269,7.448326040223138
454,nan,47860.11155774491,3.395101699095381
106,Marketing,64799.44138890026,5.0149431586128825
912,HR,47097.254558113484,4.118638579168832
143,Engineering,52597.22501721482,7.423255259052274
578,nan,57090.03757588512,5.86000493797603
15,True,,10.5650139829948
257,123,47404.08648636395,6.233909113743664
236,Engineering,54714.68357135996,6.60168183461842
770,Sales,60098.170893426344,10.551152072917015
866,Sales,58335.28961608925,4.687071708647952
585,nan,51281.0441491079,7.522916485919397
31,HR,,3.9544477747742026
758,Finance,51255.764534715425,7.136041142374584
524,123,71632.5472330546,4.452231428016921
750,Marketing,59640.871682883575,9.341445970006758
408,True,37232.514241796904,6.6044063098044
27,nan,,3.6504642832500402
973,Sales,35210.88431225871,8.077213502675274
862,Sales,42300.26768941358,6.0040114571020125
172,HR,45674.41812180379,5.21248053294072
373,Marketing,41416.422198187865,5.503509789054126
223,nan,32212.797510957214,1.6536615756438524
397,True,53801.978510059635,1.3318935456242622
612,Marketing,56408.4286126701,1.2544775990575088
780,Finance,74397.52406339273,3.9529049404794327
415,Finance,59382.838059759975,10.768003285106593
305,Marketing,46390.3383418092,8.756118509253275
710,True,49192.83419891418,5.9232548000118195
739,HR,66334.31532301096,9.04437207679505
491,True,44823.88700963829,8.435939161765598
781,Sales,63842.72818510518,3.3238432305604784
447,Finance,39958.592332479326,10.028949951919872
184,Finance,46484.865159586916,1.261967085320648
457,nan,38772.77978437701,6.828068350834896
673,nan,55436.001545944324,5.888978317924514
259,True,47542.56935914056,9.60139693349435
721,Marketing,56127.7390506257,9.539619669554222
636,Marketing,44262.99996061421,1.2335209632818591
351,Engineering,52560.29734313876,1.7940658464302952
510,Marketing,56487.09887589642,1.0766403264922533
5,Finance,,2.5016900081704163
243,Engineering,50557.24912288695,3.565300624442478
737,Engineering,56387.302220291844,3.9939558837168123
654,HR,60470.98302612155,2.541450431784871
486,nan,42017.02755461546,4.845113276448125
971,True,44537.55551747517,5.699882681579366
416,Sales,44839.552717826264,2.107205933263157
655,nan,66839.27691457869,6.537114853580112
437,True,72988.9812361925,1.9653447019544081
932,Engineering,46947.752956453325,10.741944438163571
329,True,49623.652975751516,7.542925523249618
926,Finance,58177.66299200287,6.179605277125789
774,Engineering,46751.68616491377,6.006242680704178
844,123,72105.23001591352,4.876488054556471
70,nan,42071.27167737656,3.522410201733616
119,True,43493.57430878173,8.457337827312323
829,123,47050.50321707972,4.162701497293067
226,Marketing,49444.15329089545,1.6265320345535452
939,nan,50644.7441481012,4.980052929545028
431,Sales,52670.50265869259,9.29394664858847
669,HR,44496.9484615458,6.80467600993696
649,True,45168.135377006256,10.61135485407593
897,nan,57081.08676688591,1.1469338865495384
527,Finance,52493.836837107556,5.935465803401186
222,Finance,37553.45296688583,8.767105569551813
845,HR,44425.08214992166,7.327118787486009
656,HR,45411.1573713106,6.41704812410004
806,Engineering,36659.74505081795,9.039585075525203
677,Engineering,61487.65700372103,7.234059581594401
406,Engineering,52076.87687163111,10.071950307058298
652,True,35356.2511979018,4.403871042545057
178,Finance,46739.76467832159,4.83832951933044
913,HR,52673.92314071903,8.739913781527626
395,Finance,51777.01000933254,4.053106766967312
180,Finance,45919.24626978449,6.877693608621982
333,Engineering,46363.87787786144,1.834640849893833
839,Engineering,48147.123411222914,4.7731805396319285
2,Engineering,,7.139335847600618
736,Finance,61870.3030556038,2.3443512940812186
80,Engineering,47790.30400466777,10.373880664971189
690,Marketing,45062.43416838688,9.69969159647685
263,HR,47690.65469791322,6.4353821734264605
334,Finance,49430.543762789326,9.824163684073387
786,Sales,52811.91423969376,10.061110021324971
217,Engineering,58696.0592010566,10.062545805210366
448,nan,42322.024348958716,9.522638743911815
250,Finance,33451.43328134231,4.495063720868188
893,Sales,51920.49116490032,2.115122123212764
934,Sales,48130.28697014554,1.2359496464552913
958,Sales,61906.462747863414,2.408029488926761
828,Marketing,58949.24376944441,8.409040561520715
535,Finance,60736.317498597724,10.07611002556555
328,123,53991.361143520706,9.939897100078705
13,Finance,,1.712567277652586
469,HR,64205.04247989855,9.789789002822673
360,Finance,42742.561868465345,9.216368977104716
782,Finance,55639.091200523595,3.810044989087136
888,nan,46835.91550305198,2.992152748940531
752,HR,37723.921848630074,2.428502873008386
990,True,47906.76322848134,5.328160022094693
231,nan,51093.94794604893,4.4734332625884266
530,Marketing,52790.21525770339,2.314891198979816
131,Engineering,55009.17187624381,9.861957804650745
398,nan,56105.85745283823,4.0394640124072385
145,True,56385.92458777374,6.799837874281312
157,123,55298.04177915283,8.848969771114675
467,True,43626.128726934825,7.692002629380784
608,True,43180.15752002201,2.4259414408190874
9,123,,1.4167290060238427
371,Engineering,54933.17900880889,2.419719897609939
300,True,57129.98430172388,5.9781250803429025
229,Sales,74457.51979616826,6.324206822752171
286,Finance,29266.097675918507,6.193858595039373
942,HR,48559.12444278385,3.282353634936991
294,Marketing,62715.550949941586,8.720124763099903
856,HR,47964.19639897638,2.0536492225085645
502,HR,46407.0790921294,4.313470071030507
365,123,40767.66753889096,4.352080473708727
216,HR,40778.34675822375,3.469787990719998
795,Sales,51798.94151153479,2.2292067846538757
350,123,54725.97482413043,9.902580530178021
101,123,43534.27115757474,1.093316198270933
568,True,64437.646040732594,9.736985934663451
584,Marketing,35692.248978819516,8.29173487549448
523,nan,56454.841811410755,2.138383934766014
485,HR,48230.5277250595,2.0422480280834767
676,HR,21514.573793699245,9.80314762148927
473,Finance,44477.76955719029,4.169465877911193
287,Sales,46573.12405919651,3.048812741507126
923,Sales,60858.95565831578,1.175523633666289
917,Marketing,48250.402433045914,2.255502147626534
159,Sales,25283.554998727108,8.886149646724064
440,Finance,64533.84477117701,5.687679654645058
815,Engineering,51252.245026479075,7.2955769689173655
249,Sales,39878.956247398324,7.085272726964666
227,HR,52799.6862631982,10.06437453344411
130,Engineering,57553.91225825756,8.220709382027371
158,Marketing,64415.686206579005,8.076809347409156
826,Engineering,43070.948022040924,1.038199226585831
731,Finance,74034.15585238276,1.1911609442976403
484,nan,70102.0453876635,6.123637775457906
441,Sales,65795.72145730713,4.012652607600003
75,HR,69647.25132916389,8.764474464997246
896,Engineering,48475.30163619456,9.354802257421944
60,HR,56696.725488300384,3.40692711832505
842,True,48529.979983715115,7.870192665032428
293,Sales,59356.78393147461,10.849896561408752
703,Sales,47409.578541792966,6.887315221313198
564,123,52433.394493226915,1.1013118402774338
819,Engineering,50488.60070325704,1.0013469300448532
64,Sales,39407.86478111048,7.458108126552061
969,nan,44234.8959927328,10.174858431319903
461,Marketing,52891.686439078185,1.6364090928664234
534,Sales,51940.899928983075,5.110210752655457
618,True,43530.63222294426,4.112174950633936
67,Engineering,40142.73953664456,9.61369996363436
679,Marketing,46375.590585968675,7.2066047982458405
